symbol,address,decimal,order_size,err
XFI,0x5befbb272290dd5b8521d4a938f6c4757742c430,18,,None
CIV,0x37fe0f067fa808ffbdd12891c0858532cfe7361d,18,,None
WRLD,0xff2d6934fb49e3e883dc03871d081a1c21ad7984,18,,None
SHR,0xd98f75b1a3261dab9eed4956c93f33749027a964,2,,None
CVP,0x38e4adb44ef08f22f5b5b76a8f0c2d0dcbe7dca1,18,,None
URQA,0x1735db6ab5baa19ea55d0adceed7bcdc008b3136,18,,None
GLCH,0x038a68ff68c393373ec894015816e33ad41bd564,18,,None
SAFEMOON,0x5f2b4bc1bb3c41be2315c4abe656605faab9ed6e,9,,None
七,0xd39c00ea073d81c6cd1a0856dffe575c18b87cda,18,,None
MITx,0x4a527d8fc13c5203ab24ba0944f4cb14658d1db6,18,,None
SIPHER,0x9f52c8ecbee10e00d9faaac5ee9ba0ff6550f511,18,,None
RBIS,0xf34b1db61aca1a371fe97bad2606c9f534fb9d7d,18,,None
NFTD,0x8e0fe2947752be0d5acf73aae77362daf79cb379,18,,None
FOREX,0xdb298285fe4c5410b05390ca80e8fbe9de1f259b,18,,None
ELONTC,0x3139059d0b23e88c5ba7e17cdc21cd6a860cb8be,18,,None
pWING,0xdb0f18081b505a7de20b18ac41856bcb4ba86a1a,9,,None
EURT,0xc581b735a1688071a1746c968e0798d642ede491,6,,None
auraBAL,0x616e8bfa43f920657b3497dbf40d6b1a02d4608d,18,,None
ERP,0x0a0e3bfd5a8ce610e735d4469bc1b3b130402267,18,,None
WNCG,0xf203ca1769ca8e9e8fe1da9d147db68b6c919817,18,,None
ISLA,0x20a68f9e34076b2dc15ce726d7eebb83b694702d,18,,None
CTSI,0x491604c0fdf08347dd1fa4ee062a822a5dd06b5d,18,,None
MINDS,0xb26631c6dda06ad89b93c71400d25692de89c068,18,,None
XEND,0xe4cfe9eaa8cdb0942a80b7bc68fd8ab0f6d44903,18,,None
ANJ,0xcd62b1c403fa761baadfc74c525ce2b51780b184,18,,None
PROXY,0x82089a9c7c4a07352f7433fbce1d4ee9a722ff29,9,,None
ERC20-EPK,0xdaf88906ac1de12ba2b1d2f7bfc94e9638ac40c4,18,,None
PHONON,0x758b4684be769e92eefea93f60dda0181ea303ec,18,,None
INU,0x050d94685c6b0477e1fc555888af6e2bb8dfbda5,18,,None
TRX,0xe1be5d3f34e89de342ee97e6e90d405884da6c67,6,,None
$WEAPON,0x0b8057c3cc676c329c25c1d0cd27776efa73762d,9,,None
CODE,0xb24cd494fae4c180a89975f1328eab2a7d5d8f11,18,,None
SUKO,0x46be62d1fc217063c1bf1f35d788690cec7a60ca,18,,None
XP,0x948c70dc6169bfb10028fdbe96cbc72e9562b2ac,18,,None
XFIT,0x4aa41bc1649c9c3177ed16caaa11482295fc7441,18,,None
CORX,0x26a604dffe3ddab3bee816097f81d3c4a2a4cf97,8,,None
FNC,0x7f280dac515121dcda3eac69eb4c13a52392cace,18,,None
UBX,0xf5b5efc906513b4344ebabcf47a04901f99f09f3,0,,None
BZRX,0x56d811088235f11c8920698a204a5010a788f4b3,18,,None
COR,0x9c2dc0c3cc2badde84b0025cf4df1c5af288d835,18,,None
ADS,0xcfcecfe2bd2fed07a9145222e8a7ad9cf1ccd22a,11,,None
METANO,0x9d9e399e5385e2b9a58d4f775a1e16441b571afb,18,,None
HOKK,0xce03bc4bf309782c07eace5057428a7cd807eb51,9,,None
VPAD,0x51fe2e572e97bfeb1d719809d743ec2675924edc,18,,None
PTF,0xc57d533c50bc22247d49a368880fb49a1caa39f7,18,,None
MET,0x1ffe8a8177d3c261600a8bd8080d424d64b7fbc2,18,,None
SPICE,0x9b6db7597a74602a5a806e33408e7e2dafa58193,18,,None
AKT,0x7f0eff4705658706b04d2b47853f3cbe4a218f93,18,,None
TORN,0x77777feddddffc19ff86db637967013e6c6a116c,18,,None
wHBAR,0x435fc409f14b2500a1e24c20516250ad89341627,8,,None
VAL,0xe88f8313e61a97cec1871ee37fbbe2a8bf3ed1e4,18,,None
ZRO,0xd79f43113b22d1ea9f29cfcc7bb287489f8ee5e0,18,,None
RAIN,0x71fc1f555a39e0b698653ab0b475488ec3c34d57,18,,None
RISE,0xc17c30e98541188614df99239cabd40280810ca3,18,,None
GEEQ,0x6b9f031d718dded0d681c20cb754f97b3bb81b78,18,,None
L2,0xbbff34e47e559ef680067a6b1c980639eeb64d24,18,,None
$MECHA,0xc5bcc8ba3f33ab0d64f3473e861bdc0685b19ef5,18,,None
POND,0x57b946008913b82e4df85f501cbaed910e58d26c,18,,None
VGX,0x3c4b6e6e1ea3d4863700d7f76b36b7f3d3f13e3d,8,,None
ROBOT,0xfb5453340c03db5ade474b27e68b6a9c6b2823eb,18,,None
REMIO,0xa35bd2246978dfbb1980dff8ff0f5834335dfdbc,18,,None
iZi,0x9ad37205d608b8b219e6a2573f922094cec5c200,18,,None
NFT,0xcb8d1260f9c92a3a545d409466280ffdd7af7042,18,,None
0xBTC,0xb6ed7644c69416d67b522e20bc294a9a9b405b31,8,,None
STMX,0xbe9375c6a420d2eeb258962efb95551a5b722803,18,,None
RODO,0x783c68814126b66b9242c4c6538ae47db5e33169,2,,None
WAMPL,0xedb171c18ce90b633db442f2a6f72874093b49ef,18,,None
OOKI,0x0de05f6447ab4d22c8827449ee4ba2d5c288379b,18,,None
ZUNK,0x3d3738c698e868a239fde7ee21e37834c7a1708c,18,,None
DODO,0x43dfc4159d86f3a37a5a4b3d4580b888ad7d4ddd,18,,None
XIO,0x0f7f961648ae6db43c75663ac7e5414eb79b5704,18,,None
HUM,0x174afe7a032b5a33a3270a9f6c30746e25708532,18,,None
PTOY,0x8ae4bf2c33a8e667de34b54938b0ccd03eb8cc06,8,,None
CELR,0x4f9254c83eb525f9fcf346490bbb3ed28a81c667,18,,None
BTCM,0x36f9975d8184a65be42290d5a8764dc97f3d9396,18,,None
XRT,0x7de91b204c1c737bcee6f000aaa6569cf7061cb7,9,,None
STMX,0xa62cc35625b0c8dc1faea39d33625bb4c15bd71c,18,,None
SEEN,0xca3fe04c7ee111f0bbb02c328c699226acf9fd33,18,,None
MLN,0xec67005c4e498ec7f55e092bd1d35cbc47c91892,18,,None
OCC,0x2f109021afe75b949429fe30523ee7c0d5b27207,18,,None
TOSHI,0x77a90b04d64189d4d09508612c09219bc6816bdc,9,,None
UNCL,0x2f4eb47a1b1f4488c71fc10e39a4aa56af33dd49,18,,None
POCHI,0x8eb1779a32678452eb273a22d413207299904d90,18,,None
MTA,0xa3bed4e1c75d00fa6f4e5e6922db7261b5e9acd2,18,,None
OMG,0xd26114cd6ee289accf82350c8d8487fedb8a0c07,18,,None
TRX,0x118b0af0e8e8f926c40e361ca934bca37ed8d23a,18,,None
LIT,0xb59490ab09a0f526cc7305822ac65f2ab12f9723,18,,None
PEBBLE,0xdc98c5543f3004debfaad8966ec403093d0aa4a8,18,,None
OXT,0x4575f41308ec1483f3d399aa9a2826d74da13deb,18,,None
SEAN,0xa719cb79af39a9c10eda2755e0938bce35e9de24,18,,None
FORT,0x41545f8b9472d758bb669ed8eaeeecd7a9c4ec29,18,,None
BTCDOGE,0x5c63061ecebb4e5b3cb2bd723f364c7229bdefa2,18,,None
$PAPER,0x21018cbc9ad730542130be180b577b74db2a9397,18,,None
LABS,0x8b0e42f366ba502d787bb134478adfae966c8798,18,,None
CUT,0x135783b60cf5d71daff7a377f9eb7db8d2deab9e,18,,None
eMAID,0x329c6e459ffa7475718838145e5e85802db2a303,18,,None
NEAR,0x85f17cf997934a597031b2e18a9ab6ebd4b9f6a4,24,,None
FX,0x8c15ef5b4b21951d50e53e4fbda8298ffad25057,18,,None
UGT,0x9cf98eb8a8b28c83e8612046cf55701ce3eb0063,18,,None
AVG,0xa41f142b6eb2b164f8164cae0716892ce02f311f,18,,None
DPR,0xf3ae5d769e153ef72b4e3591ac004e89f48107a1,18,,None
SATA,0x3ebb4a4e91ad83be51f8d596533818b246f4bee1,18,,None
ORACLE,0x328b4247324732940f47e4ec831b16fc49246fff,18,,None
WAVAX,0x85f138bfee4ef8e540890cfb48f620571d67eda3,18,,None
BTRST,0x799ebfabe77a6e34311eeee9825190b9ece32824,18,,None
BICO,0xf17e65822b568b3903685a7c9f496cf7656cc6c2,18,,None
VVV,0xd0a69fd9da28840603fbd76a8a0bccf0adb979e8,18,,None
HID,0xb14ebf566511b9e6002bb286016ab2497b9b9c9d,18,,None
SHPING,0x7c84e62859d0715eb77d1b1c4154ecd6abb21bec,18,,None
JCOIN,0x7c72f41342d485d59a890528880a210ee7bfbb73,6,,None
MRPH,0x7b0c06043468469967dba22d1af33d77d44056c8,4,,None
ANY,0xf99d58e463a2e07e5692127302c20a191861b4d6,18,,None
USDP,0x1456688345527be1f37e9e627da0837d6f08c925,18,,None
SG,0xddf7fd345d54ff4b40079579d4c4670415dbfd0a,18,,None
BAO,0x374cb8c27130e2c9e04f44303f3c8351b9de61c1,18,,None
LUNA,0xcbf2af75f33a36afa29870274c8e6893a8d0d806,18,,None
YETIC,0xdf96bde075d59e9143b325c75af38e208c986e6f,9,,None
UPP,0xc86d054809623432210c107af2e3f619dcfbf652,18,,None
WOLFY,0x7dbbcae15d4db168e01673400d7844870cc1e36f,9,,None
TARO,0xe670848d54788997942ecf938cd23b09550bae73,18,,None
ADD,0x635d081fd8f6670135d8a3640e2cf78220787d56,18,,None
RPG,0x0e5c8c387c5eba2ecbc137ad012aed5fe729e251,18,,None
LIL,0x18222a762bf67024193de25e1cdc7aa6e614c695,18,,None
NCT,0x9e46a38f5daabe8683e10793b06749eef7d733d1,18,,None
BPT,0x0ec9f76202a7061eb9b3a7d6b59d36215a7e37da,18,,None
NKN,0x5cf04716ba20127f1e2297addcf4b5035000c9eb,18,,None
AIOZ,0x626e8036deb333b408be468f951bdb42433cbf18,18,,None
ONX,0xe0ad1806fd3e7edf6ff52fdb822432e847411033,18,,None
BACON,0xa54d2ebfd977ad836203c85f18db2f0a0cf88854,18,,None
DINERO,0xa3ad8c7ab6b731045b5b16e3fdf77975c71abe79,18,,None
NITRO,0x0335a7610d817aeca1bebbefbd392ecc2ed587b8,18,,None
KYL,0x67b6d479c7bb412c54e03dca8e1bc6740ce6b99c,18,,None
VDR,0xed3d4e446a96dc3b181b64b75c3c70da41dc3cbe,18,,None
PRT,0x6d0f5149c502faf215c89ab306ec3e50b15e2892,18,,None
FCL,0xf4d861575ecc9493420a3f5a14f85b13f0b50eb3,18,,None
DAFI,0xfc979087305a826c2b2a0056cfaba50aad3e6439,18,,None
GTH,0xeb986da994e4a118d5956b02d8b7c3c7ce373674,18,,None
DEFIT,0x84cffa78b2fbbeec8c37391d2b12a04d2030845e,18,,None
KEEP,0x85eee30c52b0b379b046fb0f85f4f3dc3009afec,18,,None
XDB,0xb9eefc4b0d472a44be93970254df4f4016569d27,7,,None
SALE,0xf063fe1ab7a291c5d06a86e14730b00bf24cb589,18,,None
GOOD,0x2440fb6ae95cb820ee0f9e51bee8b51f3c607d06,9,,None
PSTAKE,0xfb5c6815ca3ac72ce9f5006869ae67f18bf77006,18,,None
NCR,0xdb5c3c46e28b53a39c255aa39a411dd64e5fed9c,18,,None
BREWLABS,0xdad33e12e61dc2f2692f2c12e6303b5ade7277ba,9,,None
NFTL,0x3c8d2fce49906e11e71cb16fa0ffeb2b16c29638,18,,None
AST,0x27054b13b1b798b345b591a4d22e6562d47ea75a,4,,None
TLOS,0x7825e833d495f3d1c28872415a4aee339d26ac88,18,,None
BIRD,0x70401dfd142a16dc7031c56e862fc88cb9537ce0,18,,None
cBSN,0x7d4b1d793239707445305d8d2456d2c735f6b25b,18,,None
SMBR,0x16b3e050e9e2f0ac4f1bea1b3e4fdc43d7f062dd,9,,None
ETHIX,0xfd09911130e6930bf87f2b0554c44f400bd80d3e,18,,None
NDX,0x86772b1409b61c639eaac9ba0acfbb6e238e5f83,18,,None
YUP,0x69bbc3f8787d573f1bbdd0a5f40c7ba0aee9bcc9,18,,None
AGLD,0x32353a6c91143bfd6c7d363b546e62a9a2489a20,18,,None
SENATE,0x34be5b8c30ee4fde069dc878989686abe9884470,18,,None
SYC,0x0a41e6d4d4897e8cec819ce7d10b2d7cda61dc94,18,,None
IP,0x987fd7ab5001f31a893b1f6e44c61e02ccc6c47d,18,,None
UFARM,0x40986a85b4cfcdb054a6cbfb1210194fee51af88,18,,None
KNDM,0x1ae378cc5d38350ec90ce9bcf827a544cb2bba75,18,,None
CERES,0x2e7b0d4f9b2eaf782ed3d160e3a0a4b1a7930ada,18,,None
BLES,0xe796d6ca1ceb1b022ece5296226bf784110031cd,18,,None
NFY,0x1cbb83ebcd552d5ebf8131ef8c9cd9d9bab342bc,18,,None
LTO,0x3db6ba6ab6f95efed1a6e794cad492faaabf294d,8,,None
USHI,0x6dca182ac5e3f99985bc4ee0f726d6472ab1ec55,18,,None
WIZARD,0x87931e7ad81914e7898d07c68f145fc0a553d8fb,18,,None
MTLX,0x2e1e15c44ffe4df6a0cb7371cd00d5028e571d14,18,,None
OGN,0x8207c1ffc5b6804f6024322ccf34f29c3541ae26,18,,None
DRGN,0x419c4db4b9e25d6db2ad9691ccb832c8d9fda05e,18,,None
PNT,0x89ab32156e46f46d02ade3fecbe5fc4243b9aaed,18,,None
ITOSHII,0x46fc90961c10b9cdeb6d9f6c17a888d6497ffc58,18,,None
SHOPX,0x7bef710a5759d197ec0bf621c3df802c2d60d848,18,,None
AC,0xa62704d4220bce762befed06555c4dda32d86edd,9,,None
TRB,0x88df592f8eb5d7bd38bfef7deb0fbc02cf3778a0,18,,None
$GENCAP,0x0b569fa433faa7f01f3ea880193de38044b41de0,9,,None
COLLAR,0x9783b81438c24848f85848f8df31845097341771,18,,None
AWC,0xad22f63404f7305e4713ccbd4f296f34770513f4,8,,None
BNV,0x072987d5b36ad8d45552aed98879a7101ccdd749,18,,None
ARA,0xa92e7c82b11d10716ab534051b271d2f6aef7df5,18,,None
GLDN,0xfeeb4d0f5463b1b04351823c246bdb84c4320cc2,18,,None
NFTS,0x08037036451c768465369431da5c671ad9b37dbc,18,,None
VXL,0x16cc8367055ae7e9157dbcb9d86fd6ce82522b31,18,,None
CND,0xd4c435f5b09f855c3317c8524cb1f586e42795fa,18,,None
MFG,0x6710c63432a2de02954fc0f851db07146a6c0312,18,,None
EGT,0x450e7f6e3a2f247a51b98c39297a9a5bfbdb3170,9,,None
PINU,0x3a1311b8c404629e38f61d566cefefed083b9670,9,,None
HBTC,0x0316eb71485b0ab14103307bf65a021042c6d380,18,,None
EFIRE,0xd8cbc86e320dfe325439f0f923e1f288b713097c,18,,None
DREP,0x3ab6ed69ef663bd986ee59205ccad8a20f98b4c2,18,,None
FOA,0xbe1767bbe37fd77a4b1b8d2da86de39ea60f46cb,18,,None
eMax,0x15874d65e649880c2614e7a480cb7c9a55787ff6,18,,None
REDPANDA,0x9ba4cbcbb920f67f54a8f8f0001d721e0b8944b9,9,,None
AGOV,0xd1420af453fd7bf940573431d416cace7ff8280c,18,,None
FREN,0x8e14c88ab0644ef41bd7138ab91c0160d8c1583a,18,,None
LEO,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,18,,None
LITH,0x188e817b02e635d482ae4d81e25dda98a97c4a42,18,,None
GFARM2,0x831091da075665168e01898c6dac004a867f1e1b,18,,None
VCASH,0x37cd4e8875e3edaffdfe9be63958f07effbd0bfd,18,,None
cWBTC,0xccf4429db6322d5c611ee964527d42e5d685dd6a,8,,None
NeRF,0xaf8942831f3a096f708b8b31f191b8958cf176c5,18,,None
YGGC,0x9a4f1fb9f4ecab0d343658c6f1487e65c1af2ee8,18,,None
CHEQ,0x70edf1c215d0ce69e7f16fd4e6276ba0d99d4de7,9,,None
3DC,0x0ffb9c929cc56b237ebfd4f4da6a7fb1e69a18b6,18,,None
BCDT,0xacfa209fb73bf3dd5bbfb1101b9bc999c49062a5,18,,None
dKUMA,0x3f5dd1a1538a4f9f82e543098f01f22480b0a3a8,18,,None
COC,0x22b6c31c2beb8f2d0d5373146eed41ab9ede3caf,8,,None
ARMOR,0x1337def16f9b486faed0293eb623dc8395dfe46a,18,,None
HOME,0xb8919522331c59f5c16bdfaa6a121a6e03a91f62,6,,None
NEST,0x04abeda201850ac0124161f037efd70c74ddc74c,18,,None
ROCKI,0xff44b937788215eca197baaf9af69dbdc214aa04,18,,None
SHOE,0x0fd67b4ceb9b607ef206904ec73459c4880132c9,18,,None
MAP,0x9e976f211daea0d652912ab99b0dc21a7fd728e4,18,,None
GEN,0x543ff227f64aa17ea132bf9886cab5db55dcaddf,18,,None
CENT,0x08ba718f288c3b12b01146816bef9fa03cc635bc,18,,None
SI,0xd23ac27148af6a2f339bd82d0e3cff380b5093de,18,,None
1-UP,0xc86817249634ac209bc73fca1712bbd75e37407d,18,,None
FAKT,0xc3ffbe26e9446ac52008ffc8c1191d60a12bdc48,18,,None
KIBA,0x005d1123878fc55fbd56b54c73963b234a64af3c,18,,None
ELF,0xbf2179859fc6d5bee9bf9158632dc51678a4100e,18,,None
LTX,0xa393473d64d2f9f026b60b6df7859a689715d092,8,,None
TOADZ,0x1999a92711cf8815b7f6b07bd34b4287d853cfba,18,,None
wALV,0x256d1fce1b1221e8398f65f9b36033ce50b2d497,18,,None
oneBTC,0xc88f47067db2e25851317a2fdae73a22c0777c37,9,,None
⚗️,0x88acdd2a6425c3faae4bc9650fd7e27e0bebb7ab,18,,None
GOO,0x600000000a36f3cd48407e35eb7c5c910dc1f7a8,18,,None
CHEDDA,0x16756ec1deb89a2106c35e0b586a799d0a61837d,18,,None
REP,0x1985365e9f78359a9b6ad760e32412f4a445e862,18,,None
GNYerc20,0xb1f871ae9462f1b2c6826e88a7827e76f86751d4,18,,None
SOMEE,0x65f9a292f1aeed5d755aa2fd2fb17ab2e9431447,18,,None
STANDARD,0xda0c94c73d127ee191955fb46bacd7ff999b2bcd,18,,None
ALICE,0xac51066d7bec65dc4589368da368b212745d63e8,6,,None
TEAM,0xb7c9e99da8a857ce576a830a9c19312114d9de02,8,,None
PDEX,0xf59ae934f6fe444afc309586cc60a84a0f89aaea,18,,None
FRONT,0xf8c3527cc04340b208c854e985240c02f7b7793f,18,,None
DOKE,0x517abf1fcdbd76bc75b532683ada9113e313a128,9,,None
CULTUR,0xb44a59d72cb84a2f29cd1836734208e1860798fd,18,,None
WHITE,0x5f0e628b693018f639d10e4a4f59bd4d8b2b6b44,18,,None
VISION,0xf406f7a9046793267bc276908778b29563323996,18,,None
TT,0x1e053d89e08c24aa2ce5c5b4206744dc2d7bd8f5,18,,None
ACR,0x76306f029f8f99effe509534037ba7030999e3cf,18,,None
BCMC,0x2ba8349123de45e931a8c8264c332e6e9cf593f9,18,,None
UNQT,0xa80f2c8f61c56546001f5fc2eb8d6e4e72c45d4c,18,,None
BIRK,0xcda04b6bfb3ffff7413d2d8a613d3f23dd10cb1f,18,,None
WSHIB,0x0fcf6e8438282f5658ab01d290fb28a24a741700,9,,None
XYZ,0x618679df9efcd19694bb1daa8d00718eacfa2883,18,,None
SolDeFi,0x7e8564f2f08781191800ff56b6814e27df9d33a2,18,,None
BBS,0xfe459828c90c0ba4bc8b42f5c5d44f316700b430,18,,None
PAYT,0x8ef47555856f6ce2e0cd7c36aef4fab317d2e2e2,18,,None
mUSD,0xe2f2a5c287993345a840db3b0845fbc70f5935a5,18,,None
ASM,0x2565ae0385659badcada1031db704442e1b69982,18,,None
OIL,0x0275e1001e293c46cfe158b3702aade0b99f88a5,18,,None
WXMR,0x465e07d6028830124be2e4aa551fbe12805db0f5,18,,None
UFR,0xea097a2b1db00627b2fa17460ad260c016016977,18,,None
FROGEX,0x5fa54fddf1870c344dbfabb37dfab8700ec0def1,9,,None
POP,0xd0cd466b34a24fcb2f87676278af2005ca8a78c4,18,,None
SC,0x3d9fffec81bcdc16e33d3688b1b7eabe54c717d0,9,,None
CAP,0x43044f861ec040db59a7e324c40507addb673142,18,,None
SHINJI,0x1f31dd60b84ea2a273cfc56876437e069ae80afd,9,,None
STARS,0xc55c2175e90a46602fd42e931f62b3acc1a013ca,18,,None
BC,0x2ecb13a8c458c379c4d9a7259e202de03c8f3d19,18,,None
1MIL,0xa4ef4b0b23c1fc81d3f9ecf93510e64f58a4a016,18,,None
WEFE,0xb3a92ad16f05287973b4702950a1b15cc08bdecb,9,,None
GGTK,0xfa99a87b14b02e2240c79240c5a20f945ca5ef76,18,,None
ibEUR,0x96e61422b6a9ba0e068b6c5add4ffabc6a4aae27,18,,None
pBTC35A,0xa8b12cc90abf65191532a12bb5394a714a46d358,18,,None
DDX,0x3a880652f47bfaa771908c07dd8673a787daed3a,18,,None
PUNDIX,0x0fd10b9899882a6f2fcb5c371e17e70fdee00c38,18,,None
KRX,0x93ad9b819c88d98b4c9641470a96e24769ae7922,9,,None
INST,0x6f40d4a6237c257fff2db00fa0510deeecd303eb,18,,None
FIAT,0x388b2cfa65fae37d79aecd1a5106f615b9bf01f6,18,,None
MAD,0x5b09a0371c1da44a8e24d36bf5deb1141a84d875,18,,None
CLIFF,0x1b9baf2a3edea91ee431f02d449a1044d5726669,18,,None
BRD,0x558ec3152e2eb2174905cd19aea4e34a23de9ad6,18,,None
wLITI,0x0b63128c40737b13647552e0c926bcfeccc35f93,18,,None
BCNT,0x9669890e48f330acd88b78d63e1a6b3482652cd9,18,,None
VRN,0x72377f31e30a405282b522d588aebbea202b4f23,18,,None
FRM,0xe5caef4af8780e59df925470b050fb23c43ca68c,6,,None
0xMR,0x035df12e0f3ac6671126525f1015e47d79dfeddf,18,,None
GMT,0x7ddc52c4de30e94be3a6a0a2b259b2850f421989,18,,None
LIL,0xb603b3fc4b5ad885e26298b7862bb6074dff32a9,18,,None
VIDT,0xfef4185594457050cc9c23980d301908fe057bb1,18,,None
ZINU,0xc50ef449171a51fbeafd7c562b064b6471c36caa,9,,None
POLY,0x9992ec3cf6a55b00978cddf2b27bc6882d88d1ec,18,,None
MTL,0xf433089366899d83a9f26a773d59ec7ecf30355e,8,,None
DCHF,0x045da4bfe02b320f4403674b3b7d121737727a36,18,,None
NGL,0x2653891204f463fb2a2f4f412564b19e955166ae,18,,None
WCSOV,0x68e9c0d9aa450254aed2cd102503d4dff6b3c37c,18,,None
LINA,0x3e9bc21c9b189c09df3ef1b824798658d5011937,18,,None
iDYP,0xbd100d061e120b2c67a24453cf6368e63f1be056,18,,None
ZERO,0x0ec78ed49c2d27b315d462d43b5bab94d2c79bf8,18,,None
DEGEN,0x126c121f99e1e211df2e5f8de2d96fa36647c855,18,,None
SDGE,0x14dee2bc3bdcc8eaa6cd412f1537d610fab1cd3a,18,,None
BETA,0xbe1a001fe942f96eea22ba08783140b9dcc09d28,18,,None
SNM,0x46d0dac0926fa16707042cadc23f1eb4141fe86b,18,,None
SKRT,0x887168120cb89fb06f3e74dc4af20d67df0977f6,18,,None
EPIC,0x4149195911eb592307d9acb08ac6a5de08b8717d,18,,None
LOKA,0x61e90a50137e1f645c9ef4a0d3a4f01477738406,18,,None
ACRIA,0x44f5909e97e1cbf5fbbdf0fc92fd83cde5d5c58a,18,,None
SEEDS,0x61404d2d3f2100b124d6827d3f2ddf6233cd71c0,10,,None
DEC,0x30f271c9e86d2b7d00a6376cd96a1cfbd5f0b9b3,18,,None
RNB,0x2a039b1d9bbdccbb91be28691b730ca893e5e743,18,,None
1ONE,0xd5cd84d6f044abe314ee7e414d37cae8773ef9d3,18,,None
HEAD,0x6725363e565baa1dda45d492810298ae0b25c4ac,18,,None
HYVE,0xd794dd1cada4cf79c9eebaab8327a1b0507ef7d4,18,,None
CRECO,0xee22e8cbff46dc51f932aac2a34745c4f4a26c28,18,,None
METACEX,0xd796b8eff23d5c4c71f43c99ffd7d8a3119f7475,18,,None
C98,0xae12c5930881c53715b369cec7606b70d8eb229f,18,,None
R86,0xba2c6f1c9fd5a854621e8f03479f8de196036279,18,,None
BONKO,0x3ee269ef849c7e264afd6a2d4f61266fc97092f0,18,,None
CPRX,0xc6e145421fd494b26dcf2bfeb1b02b7c5721978f,18,,None
SPO,0xcbe771323587ea16dacb6016e269d7f08a7acc4e,18,,None
SMARTCREDIT,0x72e9d9038ce484ee986fea183f8d8df93f9ada13,18,,None
ETGP,0xa96f31f1c187c28980176c3a27ba7069f48abde4,8,,None
ORC,0x662b67d00a13faf93254714dd601f5ed49ef2f51,18,,None
SPDR,0xbcd4b7de6fde81025f74426d43165a5b0d790fdd,18,,None
MAN,0xe25bcec5d3801ce3a794079bf94adf1b8ccd802d,18,,None
BED,0x2af1df3ab0ab157e1e2ad8f88a7d04fbea0c7dc6,18,,None
VDG,0x57c75eccc8557136d32619a191fbcdc88560d711,0,,None
MS,0x6d6554939d646f274d0fc3cecb7dab5d76bc908f,18,,None
DOGU,0x8326bf664704966c984a3a46fa37d7a80a52dcf4,18,,None
BEAR,0x016ee7373248a80bde1fd6baa001311d233b3cfa,18,,None
RVST,0x120a3879da835a5af037bb2d1456bebd6b54d4ba,18,,None
BAYC,0xea47b64e1bfccb773a0420247c0aa0a3c1d2e5c5,18,,None
BAG,0x235c8ee913d93c68d2902a8e0b5a643755705726,18,,None
STAKE,0x0ae055097c6d159879521c384f1d2123d1f195e6,18,,None
SNDWCH,0x547dd0dc34f446d91fb5e270cbdf4198cca30bc6,4,,None
MEDIA,0xdb726152680ece3c9291f1016f1d36f3995f6941,6,,None
GAINS,0xd9b312d77bc7bed9b9cecb56636300bed4fe5ce9,18,,None
TSX,0x734c90044a0ba31b3f2e640c10dc5d3540499bfd,18,,None
HEX3T,0x3b0e3593ad6e4a7f69cacf70191eecdb243bbda8,18,,None
AI,0xc91b523a59acc63a64f61fc7bbfb4bfc82dd25f2,18,,None
BULL,0x68eb95dc9934e19b86687a10df8e364423240e94,18,,None
GCG,0x0b3b9dcc99f64e6d66c88d053fae44009b032b3e,18,,None
OSHIB,0xb8ac2383cdf35f77b9bf2605f1378e84ebf6452d,9,,None
GCY,0x82595bf4076033b54e23e10e1d763b5e14e5984b,18,,None
ZEUM,0x436da116249044e8b4464f0cf21dd93311d88190,18,,None
MCO,0xb63b606ac810a52cca15e44bb630fd42d8d1d83d,8,,None
uSD,0x44086035439e676c02d411880fccb9837ce37c57,18,,None
WINGS,0x667088b212ce3d06a1b553a7221e1fd19000d9af,18,,None
WZEC,0x4a64515e5e1d1073e83f30cb97bed20400b66e10,18,,None
DIGITS,0xbe56ab825fd35678a32dc35bc4eb17e238e1404f,18,,None
XCUR,0xe1c7e30c42c24582888c758984f6e382096786bd,8,,None
Mononoke-Inu,0x4da08a1bff50be96bded5c7019227164b49c2bfc,9,,None
ETHBEAR,0x2f5e2c9002c058c063d21a06b6cabb50950130c8,18,,None
CIRUS,0xa01199c61841fce3b3dafb83fefc1899715c8756,18,,None
BTBS,0x32e6c34cd57087abbd59b5a4aecc4cb495924356,18,,None
CARDS,0x3d6f0dea3ac3c607b3998e6ce14b6350721752d9,18,,None
ATTR,0x44e2dec86b9f0e0266e9aa66e10323a2bd69cf9a,18,,None
Seele,0xb1e93236ab6073fdac58ada5564897177d4bcc43,18,,None
PMON,0x1796ae0b0fa4862485106a0de9b654efe301d0b2,18,,None
HEZ,0xeef9f339514298c6a857efcfc1a762af84438dee,18,,None
UDO,0xea3983fc6d0fbbc41fb6f6091f68f3e08894dc06,18,,None
BLOOD,0x95392f142af1c12f6e39897ff9b09c599666b50c,18,,None
Chainback Web3 Internet Archive,0xc7f950271d118a5bdf250dffc39128dcced8472c,18,,None
UNIX,0xddd6a0ecc3c6f6c102e5ea3d8af7b801d1a77ac8,18,,None
EC,0x92b2927fb83c0f5925598dc333dfa8dab0ea02a3,9,,None
SPELLFIRE,0x3a0b022f32b3191d44e5847da12dc0b63fb07c91,18,,None
TER,0x186c92dbc051ce1f58f31dc52e8ff9b830c5dedb,18,,None
